桌号,房间,年月,局数,短制式局数,长制式局数,逾制局数,制式纯度,最末下注秒P50,最末下注秒P95,最末下注秒最大
113,2,2026-08,711,1,710,0,0.9985935,25.0,25.0,25
6,4,2026-06,3558,3553,1,4,0.9985947,13.0,13.0,39
1,10,2026-05,1425,1423,0,2,0.9985965,13.0,13.0,31
8,11,2026-05,1430,1428,1,1,0.9986014,13.0,13.0,36
113,3,2026-03,1431,0,1429,2,0.9986024,25.0,25.0,39
112,4,2026-07,2864,0,2860,4,0.9986034,25.0,25.0,54
6,10,2026-05,1438,1436,1,1,0.9986092,13.0,13.0,27
33,3,2026-03,1441,2,1439,0,0.9986121,24.0,25.0,25
7,11,2026-05,1450,1448,1,1,0.9986207,13.0,13.0,34
3,4,2026-07,3671,3666,1,4,0.9986380,13.0,13.0,36
37,4,2026-04,1472,2,1470,0,0.9986413,25.0,25.0,25
1,10,2026-06,1472,1470,0,2,0.9986413,13.0,13.0,34
35,1,2026-03,737,1,736,0,0.9986431,24.0,25.0,25
3,4,2026-06,3693,3688,1,4,0.9986461,13.0,13.0,34
37,3,2026-07,2959,1,2955,3,0.9986482,24.0,25.0,83
5,4,2026-08,1490,1488,0,2,0.9986577,13.0,13.0,37
115,1,2026-08,746,1,745,0,0.9986595,25.0,25.0,25
5,11,2026-07,1496,1494,1,1,0.9986631,13.0,13.0,28
5,4,2026-07,3781,3776,0,5,0.9986776,13.0,13.0,37
32,3,2026-04,4561,6,4555,0,0.9986845,24.0,25.0,25
7,4,2026-07,3885,3880,2,3,0.9987130,13.0,13.0,34
5,4,2026-05,3904,3899,2,3,0.9987193,13.0,13.0,42
1,4,2026-07,3916,3911,1,4,0.9987232,13.0,13.0,36
33,2,2026-04,1571,2,1569,0,0.9987269,24.0,25.0,25
1,2,2026-07,2362,2359,2,1,0.9987299,13.0,13.0,33
32,1,2026-08,788,1,787,0,0.9987310,24.0,25.0,25
6,3,2026-08,2375,2372,1,2,0.9987368,13.0,13.0,30
6,11,2026-05,1590,1588,0,2,0.9987421,13.0,13.0,41
5,2,2026-07,2432,2429,2,1,0.9987664,13.0,13.0,33
3,0,2026-07,45458,45403,17,38,0.9987901,12.0,13.0,46
8,2,2026-05,2486,2483,0,3,0.9987932,13.0,13.0,61
32,4,2026-06,2535,2,2532,1,0.9988166,24.0,25.0,59
2,2,2026-08,855,854,1,0,0.9988304,13.0,13.0,23
5,4,2026-06,3430,3426,0,4,0.9988338,13.0,13.0,36
2,0,2026-07,45858,45805,15,38,0.9988443,13.0,13.0,47
1,1,2026-06,2596,2593,0,3,0.9988444,13.0,13.0,33
5,1,2026-04,2602,2599,0,3,0.9988470,13.0,13.0,36
8,3,2026-04,6085,6078,1,6,0.9988496,13.0,13.0,36
115,2,2026-04,1739,0,1737,2,0.9988499,25.0,25.0,72
32,2,2026-04,1753,2,1751,0,0.9988591,24.0,25.0,25
3,1,2026-06,2636,2633,2,1,0.9988619,13.0,13.0,44
2,1,2026-07,2648,2645,1,2,0.9988671,13.0,13.0,31
1,1,2026-03,893,892,1,0,0.9988802,13.0,13.0,15
33,3,2026-04,4480,5,4475,0,0.9988839,24.0,25.0,25
7,2,2026-03,897,896,1,0,0.9988852,13.0,13.0,18
113,2,2026-06,1795,0,1793,2,0.9988858,25.0,25.0,48
116,4,2026-04,2709,0,2706,3,0.9988926,25.0,25.0,73
116,2,2026-06,1811,0,1809,2,0.9988956,25.0,25.0,36
32,3,2026-06,4529,5,4524,0,0.9988960,24.0,25.0,25
3,3,2026-07,6367,6360,2,5,0.9989006,13.0,13.0,38
31,11,2026-04,910,1,909,0,0.9989011,24.0,25.0,25
115,1,2026-06,1821,0,1819,2,0.9989017,25.0,25.0,43
113,2,2026-05,1838,0,1836,2,0.9989119,25.0,25.0,50
32,4,2026-03,926,1,925,0,0.9989201,24.0,25.0,25
37,3,2026-05,2783,1,2780,2,0.9989220,24.0,25.0,44
112,2,2026-05,1862,0,1860,2,0.9989259,25.0,25.0,37
31,4,2026-03,932,1,931,0,0.9989270,24.0,25.0,25
112,10,2026-06,934,0,933,1,0.9989293,25.0,25.0,42
6,2,2026-08,941,940,0,1,0.9989373,13.0,13.0,28
113,4,2026-05,2837,0,2834,3,0.9989425,25.0,25.0,44
115,3,2026-08,1893,2,1891,0,0.9989435,25.0,25.0,25
31,4,2026-05,2841,0,2838,3,0.9989440,24.0,25.0,50
5,0,2026-05,45491,45443,15,33,0.9989448,12.0,13.0,38
32,4,2026-04,2853,2,2850,1,0.9989485,24.0,25.0,26
8,1,2026-05,2873,2870,0,3,0.9989558,13.0,13.0,33
115,1,2026-04,1922,0,1920,2,0.9989594,25.0,25.0,50
37,4,2026-07,1923,1,1921,1,0.9989600,24.0,25.0,90
31,4,2026-07,2898,2,2895,1,0.9989648,24.0,25.0,35
35,4,2026-03,969,1,968,0,0.9989680,24.0,25.0,25
6,0,2026-04,43932,43887,15,30,0.9989757,12.0,13.0,42
8,2,2026-08,977,976,1,0,0.9989765,13.0,13.0,23
112,1,2026-05,1955,1,1953,1,0.9989770,25.0,25.0,31
116,4,2026-03,981,0,980,1,0.9989806,25.0,25.0,26
5,2,2026-08,981,980,1,0,0.9989806,13.0,13.0,22
37,3,2026-03,984,0,983,1,0.9989837,25.0,25.0,57
116,4,2026-07,2956,0,2953,3,0.9989851,25.0,25.0,50
6,3,2026-05,6036,6030,1,5,0.9990060,13.0,13.0,41
5,0,2026-08,17356,17339,4,13,0.9990205,12.0,13.0,40
8,1,2026-08,1022,1021,1,0,0.9990215,13.0,13.0,23
32,11,2026-07,1025,0,1024,1,0.9990244,24.0,25.0,28
2,0,2026-08,17547,17530,5,12,0.9990312,12.0,13.0,38
116,10,2026-06,1035,0,1034,1,0.9990338,25.0,25.0,64
7,3,2026-04,6256,6250,2,4,0.9990409,13.0,13.0,41
3,1,2026-08,1049,1048,0,1,0.9990467,13.0,13.0,33
32,10,2026-06,1054,1,1053,0,0.9990512,24.0,25.0,25
113,11,2026-07,1060,0,1059,1,0.9990566,25.0,25.0,35
116,11,2026-05,1064,0,1063,1,0.9990602,25.0,25.0,36
31,10,2026-06,1069,1,1068,0,0.9990645,24.0,25.0,25
115,10,2026-04,1074,0,1073,1,0.9990689,25.0,25.0,28
37,1,2026-06,1104,1,1103,0,0.9990942,24.0,25.0,25
8,3,2026-05,6647,6641,1,5,0.9990973,13.0,13.0,40
32,3,2026-07,4475,3,4471,1,0.9991061,24.0,25.0,34
112,11,2026-07,1124,0,1123,1,0.9991103,25.0,25.0,57
5,0,2026-07,45306,45266,9,31,0.9991171,12.0,13.0,40
35,10,2026-07,1133,0,1132,1,0.9991174,24.0,25.0,42
37,1,2026-04,1134,0,1133,1,0.9991182,25.0,25.0,52
6,0,2026-05,44648,44609,11,28,0.9991265,12.0,13.0,41
3,4,2026-03,1152,1151,1,0,0.9991319,13.0,13.0,17
113,4,2026-08,1168,0,1167,1,0.9991438,25.0,25.0,56
116,11,2026-04,1172,1,1171,0,0.9991468,25.0,25.0,25
5,4,2026-03,1174,1173,0,1,0.9991482,13.0,13.0,36
115,3,2026-07,4788,0,4784,4,0.9991646,25.0,25.0,57
112,10,2026-07,1202,0,1201,1,0.9991681,25.0,25.0,26
116,3,2026-05,4885,0,4881,4,0.9991812,25.0,25.0,45
6,2,2026-07,2445,2443,2,0,0.9991820,13.0,13.0,25
8,2,2026-07,2452,2450,0,2,0.9991843,13.0,13.0,36
1,0,2026-07,45523,45486,10,27,0.9991872,13.0,13.0,61
6,2,2026-05,2476,2474,2,0,0.9991922,13.0,13.0,23
1,2,2026-06,2478,2476,2,0,0.9991929,13.0,13.0,17
3,0,2026-05,44769,44733,8,28,0.9991959,12.0,13.0,41
3,4,2026-05,3756,3753,1,2,0.9992013,13.0,13.0,32
8,4,2026-06,3793,3790,0,3,0.9992091,13.0,13.0,34
7,3,2026-06,6354,6349,2,3,0.9992131,13.0,13.0,40
2,4,2026-03,1272,1271,1,0,0.9992138,13.0,13.0,17
37,1,2026-07,1272,1,1271,0,0.9992138,24.0,25.0,25
113,3,2026-05,5120,1,5116,3,0.9992188,25.0,25.0,55
8,3,2026-07,6515,6510,1,4,0.9992325,13.0,13.0,33
7,1,2026-04,2659,2657,0,2,0.9992478,13.0,13.0,33
3,0,2026-08,17299,17286,2,11,0.9992485,12.0,13.0,42
6,11,2026-07,1339,1338,0,1,0.9992532,13.0,13.0,28
2,0,2026-05,45916,45882,16,18,0.9992595,13.0,13.0,39
8,1,2026-06,2701,2699,0,2,0.9992595,13.0,13.0,48
112,4,2026-06,2785,0,2783,2,0.9992819,25.0,25.0,44
8,1,2026-07,2811,2809,1,1,0.9992885,13.0,13.0,42
3,11,2026-05,1406,1405,1,0,0.9992888,13.0,13.0,19
5,10,2026-07,1414,1413,0,1,0.9992928,13.0,13.0,33
8,11,2026-04,1423,1422,0,1,0.9992973,13.0,13.0,34
7,10,2026-07,1429,1428,0,1,0.9993002,13.0,13.0,38
113,4,2026-04,2873,0,2871,2,0.9993039,25.0,25.0,69
31,3,2026-03,1465,1,1464,0,0.9993174,24.0,25.0,25
5,10,2026-04,1471,1470,1,0,0.9993202,13.0,13.0,24
5,11,2026-06,1505,1504,0,1,0.9993355,13.0,13.0,46
31,3,2026-04,4530,1,4527,2,0.9993377,24.0,25.0,58
7,4,2026-08,1512,1511,1,0,0.9993386,13.0,13.0,24
32,3,2026-03,1536,1,1535,0,0.9993490,24.0,25.0,25
8,10,2026-05,1539,1538,1,0,0.9993502,13.0,13.0,22
115,3,2026-05,4693,0,4690,3,0.9993608,25.0,25.0,74
3,10,2026-07,1572,1571,0,1,0.9993639,13.0,13.0,35
1,0,2026-08,17306,17295,1,10,0.9993644,13.0,13.0,38
113,3,2026-04,4917,0,4914,3,0.9993899,25.0,25.0,61
115,3,2026-06,4920,0,4917,3,0.9993902,25.0,25.0,50
37,4,2026-06,1671,0,1670,1,0.9994016,24.0,25.0,28
31,2,2026-04,1687,1,1686,0,0.9994072,24.0,25.0,25
5,3,2026-06,6751,6747,0,4,0.9994075,13.0,13.0,41
116,3,2026-07,5087,0,5084,3,0.9994103,25.0,25.0,50
112,2,2026-06,1714,0,1713,1,0.9994166,25.0,25.0,42
37,4,2026-05,1768,0,1767,1,0.9994344,24.0,25.0,60
5,0,2026-04,44346,44321,8,17,0.9994363,12.0,13.0,34
8,4,2026-05,3585,3583,0,2,0.9994421,13.0,13.0,38
6,4,2026-07,3627,3625,0,2,0.9994486,13.0,13.0,41
31,1,2026-06,1837,1,1836,0,0.9994556,24.0,25.0,25
6,4,2026-05,3781,3779,0,2,0.9994710,13.0,13.0,36
33,1,2026-04,1895,1,1894,0,0.9994723,24.0,25.0,25
7,0,2026-07,45562,45538,9,15,0.9994732,12.0,13.0,51
116,1,2026-04,1911,0,1910,1,0.9994767,25.0,25.0,44
113,1,2026-04,1919,0,1918,1,0.9994789,25.0,25.0,42
8,0,2026-04,44471,44448,6,17,0.9994828,12.0,13.0,39
36,1,2026-04,1974,1,1973,0,0.9994934,24.0,25.0,25
31,1,2026-05,1989,1,1988,0,0.9994972,24.0,25.0,25
112,1,2026-07,2013,0,2012,1,0.9995032,25.0,25.0,33
116,1,2026-06,2017,0,2016,1,0.9995042,25.0,25.0,42
2,4,2026-07,4082,4080,0,2,0.9995100,13.0,13.0,28
7,3,2026-03,2073,2072,0,1,0.9995176,13.0,13.0,39
6,3,2026-06,6313,6310,2,1,0.9995248,13.0,13.0,31
115,1,2026-05,2116,0,2115,1,0.9995274,25.0,25.0,45
3,3,2026-06,6366,6363,1,2,0.9995287,13.0,13.0,31
2,3,2026-06,6379,6376,0,3,0.9995297,13.0,13.0,59
116,1,2026-05,2141,0,2140,1,0.9995329,25.0,25.0,31
1,0,2026-06,43612,43592,4,16,0.9995414,13.0,13.0,46
6,2,2026-06,2188,2187,0,1,0.9995430,13.0,13.0,35
1,3,2026-06,6596,6593,1,2,0.9995452,13.0,13.0,31
112,3,2026-04,4560,0,4558,2,0.9995614,25.0,25.0,42
2,2,2026-07,2300,2299,0,1,0.9995652,13.0,13.0,30
5,2,2026-06,2312,2311,0,1,0.9995675,13.0,13.0,28
3,2,2026-06,2363,2362,0,1,0.9995768,13.0,13.0,29
7,0,2026-05,45070,45051,4,15,0.9995784,12.0,13.0,37
6,0,2026-07,43745,43727,2,16,0.9995885,12.0,13.0,50
8,3,2026-08,2437,2436,0,1,0.9995897,13.0,13.0,41
5,3,2026-08,2440,2439,0,1,0.9995902,13.0,13.0,27
3,2,2026-05,2446,2445,1,0,0.9995912,13.0,13.0,14
7,2,2026-05,2464,2463,1,0,0.9995942,13.0,13.0,24
6,1,2026-04,2494,2493,0,1,0.9995990,13.0,13.0,29
7,0,2026-08,17596,17589,1,6,0.9996022,12.0,13.0,42
7,2,2026-07,2545,2544,0,1,0.9996071,13.0,13.0,32
2,1,2026-06,2573,2572,0,1,0.9996113,13.0,13.0,50
6,1,2026-06,2656,2655,1,0,0.9996235,13.0,13.0,21
2,1,2026-05,2671,2670,0,1,0.9996256,13.0,13.0,37
113,4,2026-06,2672,0,2671,1,0.9996257,25.0,25.0,28
7,1,2026-06,2706,2705,0,1,0.9996305,13.0,13.0,34
6,1,2026-07,2720,2719,1,0,0.9996324,13.0,13.0,24
115,4,2026-05,2742,0,2741,1,0.9996353,25.0,25.0,34
2,0,2026-06,44134,44118,2,14,0.9996375,13.0,13.0,49
115,4,2026-06,2789,0,2788,1,0.9996414,25.0,25.0,29
1,0,2026-03,14635,14630,4,1,0.9996584,13.0,13.0,34
37,3,2026-04,2939,1,2938,0,0.9996597,25.0,25.0,25
112,4,2026-05,2945,0,2944,1,0.9996604,25.0,25.0,52
115,4,2026-07,2987,0,2986,1,0.9996652,25.0,25.0,29
7,0,2026-03,14988,14983,2,3,0.9996664,12.0,13.0,38
37,3,2026-06,3091,0,3090,1,0.9996765,24.0,25.0,52
5,3,2026-07,6243,6241,2,0,0.9996796,13.0,13.0,23
3,0,2026-06,44206,44193,6,7,0.9997059,12.0,13.0,41
8,0,2026-05,45617,45604,1,12,0.9997150,12.0,13.0,40
8,0,2026-07,45639,45626,8,5,0.9997152,12.0,13.0,41
1,4,2026-06,3543,3542,1,0,0.9997178,13.0,13.0,24
7,4,2026-06,3575,3574,0,1,0.9997203,13.0,13.0,29
7,0,2026-06,43830,43818,4,8,0.9997262,12.0,13.0,79
2,4,2026-06,3672,3671,1,0,0.9997277,13.0,13.0,24
7,0,2026-04,44485,44473,5,7,0.9997302,12.0,13.0,61
8,4,2026-04,3801,3800,0,1,0.9997369,13.0,13.0,30
2,4,2026-05,3835,3834,1,0,0.9997392,13.0,13.0,24
8,0,2026-06,43810,43799,1,10,0.9997489,12.0,13.0,44
6,0,2026-08,17196,17192,0,4,0.9997674,12.0,13.0,34
116,3,2026-04,4666,0,4665,1,0.9997857,25.0,25.0,27
115,3,2026-04,4689,0,4688,1,0.9997867,25.0,25.0,38
113,3,2026-06,4802,0,4801,1,0.9997918,25.0,25.0,39
6,0,2026-03,14663,14660,1,2,0.9997954,12.0,13.0,35
6,0,2026-06,42509,42501,2,6,0.9998118,12.0,13.0,41
8,0,2026-08,17377,17374,2,1,0.9998274,12.0,13.0,43
5,0,2026-06,44569,44562,4,3,0.9998429,12.0,13.0,42
8,3,2026-06,6596,6595,0,1,0.9998484,13.0,13.0,37
8,0,2026-03,14981,14979,1,1,0.9998665,12.0,13.0,55
5,0,2026-03,14977,14975,2,0,0.9998665,12.0,13.0,20
3,0,2026-03,14761,14760,1,0,0.9999323,12.0,13.0,16
2,0,2026-03,14761,14761,0,0,1.0000000,13.0,13.0,13
112,3,2026-06,4809,0,4809,0,1.0000000,25.0,25.0,25
112,3,2026-05,4656,0,4656,0,1.0000000,25.0,25.0,25
7,4,2026-05,3974,3974,0,0,1.0000000,13.0,13.0,13
8,4,2026-07,3887,3887,0,0,1.0000000,13.0,13.0,13
116,4,2026-05,2840,0,2840,0,1.0000000,25.0,25.0,25
115,4,2026-04,2773,0,2773,0,1.0000000,25.0,25.0,25
116,4,2026-06,2667,0,2667,0,1.0000000,25.0,25.0,25
5,1,2026-06,2592,2592,0,0,1.0000000,13.0,13.0,13
112,4,2026-04,2575,0,2575,0,1.0000000,25.0,25.0,25
5,2,2026-04,2510,2510,0,0,1.0000000,13.0,13.0,13
7,3,2026-08,2488,2488,0,0,1.0000000,13.0,13.0,13
2,2,2026-06,2475,2475,0,0,1.0000000,13.0,13.0,13
8,2,2026-06,2428,2428,0,0,1.0000000,13.0,13.0,13
7,2,2026-04,2414,2414,0,0,1.0000000,13.0,13.0,13
7,2,2026-06,2377,2377,0,0,1.0000000,13.0,13.0,13
5,3,2026-03,2218,2218,0,0,1.0000000,13.0,13.0,13
3,3,2026-03,2172,2172,0,0,1.0000000,13.0,13.0,13
2,3,2026-03,2160,2160,0,0,1.0000000,13.0,13.0,13
112,1,2026-06,2121,0,2121,0,1.0000000,25.0,25.0,25
8,3,2026-03,2090,2090,0,0,1.0000000,13.0,13.0,13
113,1,2026-05,2053,0,2053,0,1.0000000,25.0,25.0,25
31,1,2026-07,2028,0,2028,0,1.0000000,24.0,25.0,25
112,1,2026-04,1994,0,1994,0,1.0000000,25.0,25.0,25
112,3,2026-08,1941,0,1941,0,1.0000000,25.0,25.0,25
33,1,2026-06,1931,0,1931,0,1.0000000,24.0,25.0,25
113,1,2026-06,1922,0,1922,0,1.0000000,25.0,25.0,25
113,3,2026-08,1876,0,1876,0,1.0000000,25.0,25.0,25
115,2,2026-05,1872,0,1872,0,1.0000000,25.0,25.0,25
31,2,2026-07,1814,0,1814,0,1.0000000,24.0,25.0,25
116,2,2026-04,1802,0,1802,0,1.0000000,25.0,25.0,25
116,2,2026-05,1799,0,1799,0,1.0000000,25.0,25.0,25
115,2,2026-06,1777,0,1777,0,1.0000000,25.0,25.0,25
112,2,2026-04,1745,0,1745,0,1.0000000,25.0,25.0,25
113,2,2026-04,1743,0,1743,0,1.0000000,25.0,25.0,25
115,3,2026-03,1697,0,1697,0,1.0000000,25.0,25.0,25
112,3,2026-03,1565,0,1565,0,1.0000000,25.0,25.0,25
5,11,2026-05,1564,1564,0,0,1.0000000,13.0,13.0,13
8,4,2026-08,1558,1558,0,0,1.0000000,13.0,13.0,13
7,10,2026-04,1539,1539,0,0,1.0000000,13.0,13.0,13
2,11,2026-06,1530,1530,0,0,1.0000000,13.0,13.0,13
8,10,2026-04,1509,1509,0,0,1.0000000,13.0,13.0,13
116,3,2026-03,1496,0,1496,0,1.0000000,25.0,25.0,25
3,10,2026-06,1470,1470,0,0,1.0000000,13.0,13.0,13
7,10,2026-06,1459,1459,0,0,1.0000000,13.0,13.0,13
2,10,2026-05,1451,1451,0,0,1.0000000,13.0,13.0,13
7,11,2026-04,1442,1442,0,0,1.0000000,13.0,13.0,13
1,11,2026-05,1440,1440,0,0,1.0000000,13.0,13.0,13
7,10,2026-05,1421,1421,0,0,1.0000000,13.0,13.0,13
5,11,2026-04,1419,1419,0,0,1.0000000,13.0,13.0,13
2,10,2026-06,1417,1417,0,0,1.0000000,13.0,13.0,13
7,11,2026-06,1415,1415,0,0,1.0000000,13.0,13.0,13
7,11,2026-07,1415,1415,0,0,1.0000000,13.0,13.0,13
3,4,2026-08,1390,1390,0,0,1.0000000,13.0,13.0,13
8,11,2026-07,1385,1385,0,0,1.0000000,13.0,13.0,13
5,10,2026-06,1384,1384,0,0,1.0000000,13.0,13.0,13
6,11,2026-04,1370,1370,0,0,1.0000000,13.0,13.0,13
8,10,2026-07,1357,1357,0,0,1.0000000,13.0,13.0,13
6,10,2026-07,1338,1338,0,0,1.0000000,13.0,13.0,13
8,10,2026-06,1328,1328,0,0,1.0000000,13.0,13.0,13
1,11,2026-06,1319,1319,0,0,1.0000000,13.0,13.0,13
8,4,2026-03,1313,1313,0,0,1.0000000,13.0,13.0,13
6,11,2026-06,1299,1299,0,0,1.0000000,13.0,13.0,13
6,10,2026-06,1293,1293,0,0,1.0000000,13.0,13.0,13
37,1,2026-05,1287,0,1287,0,1.0000000,25.0,25.0,25
8,11,2026-06,1273,1273,0,0,1.0000000,13.0,13.0,13
115,11,2026-05,1157,0,1157,0,1.0000000,25.0,25.0,25
31,10,2026-05,1141,0,1141,0,1.0000000,24.0,25.0,25
1,4,2026-03,1136,1136,0,0,1.0000000,13.0,13.0,13
113,11,2026-06,1135,0,1135,0,1.0000000,25.0,25.0,25
37,2,2026-06,1127,0,1127,0,1.0000000,24.0,25.0,25
37,2,2026-05,1126,0,1126,0,1.0000000,24.0,25.0,25
115,10,2026-07,1125,0,1125,0,1.0000000,25.0,25.0,25
113,10,2026-06,1103,0,1103,0,1.0000000,25.0,25.0,25
112,10,2026-05,1103,0,1103,0,1.0000000,25.0,25.0,25
116,10,2026-04,1100,0,1100,0,1.0000000,25.0,25.0,25
115,10,2026-06,1096,0,1096,0,1.0000000,25.0,25.0,25
116,11,2026-07,1094,0,1094,0,1.0000000,25.0,25.0,25
37,2,2026-04,1077,0,1077,0,1.0000000,25.0,25.0,25
7,1,2026-08,1069,1069,0,0,1.0000000,13.0,13.0,13
112,10,2026-04,1068,0,1068,0,1.0000000,25.0,25.0,25
116,11,2026-06,1062,0,1062,0,1.0000000,25.0,25.0,25
5,1,2026-08,1056,1056,0,0,1.0000000,13.0,13.0,13
115,10,2026-05,1043,0,1043,0,1.0000000,25.0,25.0,25
116,10,2026-05,1036,0,1036,0,1.0000000,25.0,25.0,25
31,10,2026-04,1028,0,1028,0,1.0000000,24.0,25.0,25
113,10,2026-05,1025,0,1025,0,1.0000000,25.0,25.0,25
116,4,2026-08,1025,0,1025,0,1.0000000,25.0,25.0,25
112,11,2026-04,1021,0,1021,0,1.0000000,25.0,25.0,25
113,11,2026-04,999,0,999,0,1.0000000,25.0,25.0,25
2,1,2026-03,992,992,0,0,1.0000000,13.0,13.0,13
113,11,2026-05,991,0,991,0,1.0000000,25.0,25.0,25
6,1,2026-08,965,965,0,0,1.0000000,13.0,13.0,13
113,10,2026-04,963,0,963,0,1.0000000,25.0,25.0,25
112,4,2026-03,932,0,932,0,1.0000000,25.0,25.0,25
112,11,2026-06,932,0,932,0,1.0000000,25.0,25.0,25
115,4,2026-03,907,0,907,0,1.0000000,25.0,25.0,25
3,2,2026-08,901,901,0,0,1.0000000,13.0,13.0,13
7,1,2026-03,900,900,0,0,1.0000000,13.0,13.0,13
7,2,2026-08,897,897,0,0,1.0000000,13.0,13.0,13
6,1,2026-03,892,892,0,0,1.0000000,13.0,13.0,13
8,2,2026-03,868,868,0,0,1.0000000,13.0,13.0,13
5,1,2026-03,864,864,0,0,1.0000000,13.0,13.0,13
5,2,2026-03,843,843,0,0,1.0000000,13.0,13.0,13
3,1,2026-03,839,839,0,0,1.0000000,13.0,13.0,13
1,2,2026-03,819,819,0,0,1.0000000,13.0,13.0,13
3,2,2026-03,806,806,0,0,1.0000000,13.0,13.0,13
8,1,2026-03,800,800,0,0,1.0000000,13.0,13.0,13
6,2,2026-03,797,797,0,0,1.0000000,13.0,13.0,13
2,2,2026-03,788,788,0,0,1.0000000,13.0,13.0,13
112,1,2026-08,774,0,774,0,1.0000000,25.0,25.0,25
115,2,2026-08,747,0,747,0,1.0000000,25.0,25.0,25
31,1,2026-08,735,0,735,0,1.0000000,24.0,25.0,25
113,1,2026-03,722,0,722,0,1.0000000,25.0,25.0,25
37,11,2026-05,697,0,697,0,1.0000000,24.0,25.0,25
116,2,2026-08,680,0,680,0,1.0000000,25.0,25.0,25
37,10,2026-04,673,0,673,0,1.0000000,25.0,25.0,25
37,10,2026-06,661,0,661,0,1.0000000,25.0,25.0,25
112,1,2026-03,660,0,660,0,1.0000000,25.0,25.0,25
31,1,2026-03,658,0,658,0,1.0000000,24.0,25.0,25
116,1,2026-03,656,0,656,0,1.0000000,25.0,25.0,25
37,10,2026-07,654,0,654,0,1.0000000,24.0,25.0,25
33,2,2026-03,650,0,650,0,1.0000000,24.0,25.0,25
7,10,2026-08,647,647,0,0,1.0000000,13.0,13.0,13
113,2,2026-03,644,0,644,0,1.0000000,25.0,25.0,25
33,2,2026-08,637,0,637,0,1.0000000,24.0,25.0,25
37,11,2026-06,633,0,633,0,1.0000000,25.0,25.0,25
37,11,2026-07,619,0,619,0,1.0000000,24.0,25.0,25
37,11,2026-04,609,0,609,0,1.0000000,24.0,25.0,25
115,2,2026-03,598,0,598,0,1.0000000,25.0,25.0,25
115,1,2026-03,596,0,596,0,1.0000000,25.0,25.0,25
36,2,2026-03,578,0,578,0,1.0000000,24.0,25.0,25
116,2,2026-03,563,0,563,0,1.0000000,25.0,25.0,25
112,2,2026-03,558,0,558,0,1.0000000,25.0,25.0,25
8,11,2026-08,542,542,0,0,1.0000000,13.0,13.0,13
1,10,2026-03,532,532,0,0,1.0000000,13.0,13.0,13
2,10,2026-03,531,531,0,0,1.0000000,13.0,13.0,13
2,10,2026-08,528,528,0,0,1.0000000,13.0,13.0,13
37,4,2026-03,527,0,527,0,1.0000000,25.0,25.0,25
7,11,2026-03,507,507,0,0,1.0000000,13.0,13.0,13
3,7,2026-07,503,503,0,0,1.0000000,13.0,13.0,13
5,11,2026-08,499,499,0,0,1.0000000,13.0,13.0,13
7,10,2026-03,495,495,0,0,1.0000000,13.0,13.0,13
3,7,2026-06,488,488,0,0,1.0000000,13.0,13.0,13
5,10,2026-03,485,485,0,0,1.0000000,13.0,13.0,13
7,7,2026-04,485,485,0,0,1.0000000,13.0,13.0,13
7,6,2026-07,483,483,0,0,1.0000000,13.0,13.0,13
5,6,2026-04,481,481,0,0,1.0000000,13.0,13.0,13
7,7,2026-06,481,481,0,0,1.0000000,13.0,13.0,13
1,11,2026-08,478,478,0,0,1.0000000,13.0,13.0,13
7,7,2026-05,476,476,0,0,1.0000000,13.0,13.0,13
3,10,2026-03,474,474,0,0,1.0000000,13.0,13.0,13
5,7,2026-07,473,473,0,0,1.0000000,13.0,13.0,13
6,7,2026-05,465,465,0,0,1.0000000,13.0,13.0,13
7,7,2026-07,461,461,0,0,1.0000000,13.0,13.0,13
6,7,2026-06,460,460,0,0,1.0000000,13.0,13.0,13
6,11,2026-03,457,457,0,0,1.0000000,13.0,13.0,13
5,7,2026-06,457,457,0,0,1.0000000,13.0,13.0,13
6,7,2026-07,457,457,0,0,1.0000000,13.0,13.0,13
2,6,2026-06,456,456,0,0,1.0000000,13.0,13.0,13
6,6,2026-05,454,454,0,0,1.0000000,13.0,13.0,13
5,7,2026-04,452,452,0,0,1.0000000,13.0,13.0,13
5,11,2026-03,451,451,0,0,1.0000000,13.0,13.0,13
6,6,2026-07,450,450,0,0,1.0000000,13.0,13.0,13
2,6,2026-05,450,450,0,0,1.0000000,13.0,13.0,13
1,7,2026-06,448,448,0,0,1.0000000,13.0,13.0,13
3,6,2026-05,448,448,0,0,1.0000000,13.0,13.0,13
1,6,2026-07,446,446,0,0,1.0000000,13.0,13.0,13
8,6,2026-05,441,441,0,0,1.0000000,13.0,13.0,13
2,7,2026-06,438,438,0,0,1.0000000,13.0,13.0,13
7,6,2026-05,435,435,0,0,1.0000000,13.0,13.0,13
3,11,2026-03,433,433,0,0,1.0000000,13.0,13.0,13
113,10,2026-08,432,0,432,0,1.0000000,25.0,25.0,25
2,6,2026-07,428,428,0,0,1.0000000,13.0,13.0,13
1,6,2026-05,426,426,0,0,1.0000000,13.0,13.0,13
33,10,2026-08,426,0,426,0,1.0000000,24.0,25.0,25
116,11,2026-08,425,0,425,0,1.0000000,25.0,25.0,25
8,7,2026-06,421,421,0,0,1.0000000,13.0,13.0,13
115,10,2026-08,419,0,419,0,1.0000000,25.0,25.0,25
7,6,2026-06,416,416,0,0,1.0000000,13.0,13.0,13
115,11,2026-08,412,0,412,0,1.0000000,25.0,25.0,25
