subnet_24,n_ip,n_member,n_lv3_chain,n_orders,stake,game_pnl,valid_bet
49.237.102.0/24,254,1023,36,42675,1648922.4677100021,-47521.1599733416,1493708.6462987385
171.253.129.0/24,255,1023,28,29420,3007620.1170301260,-74388.0432307238,2721141.1279184234
223.24.203.0/24,255,1021,32,41571,1716888.1382566707,-125495.4313730001,1540265.8047716513
27.68.139.0/24,256,1021,28,24896,5004051.8515740693,-216055.4563286209,4442690.0335419040
49.237.201.0/24,254,1021,32,34875,1532449.7418877736,60688.9979617071,1378837.7485241421
27.68.85.0/24,251,1019,27,29301,3859435.1393478730,-50233.6211731114,3518258.0842733447
49.237.37.0/24,255,1017,32,36170,1382598.2026565899,-50935.5550649987,1240252.7854414796
49.230.96.0/24,255,1017,31,59044,3222171.5377926427,-24516.1076474424,2908049.7994890528
49.237.178.0/24,251,1014,34,35654,2538520.7563630028,39662.3709506309,2249357.4159353918
49.230.77.0/24,256,1014,29,69847,4357960.7495343008,6127.0464000873,3889586.8976047513
49.237.181.0/24,254,1014,32,31574,1743869.5738150136,-116658.3115791154,1564587.9858054736
49.237.67.0/24,253,1014,31,36928,2168130.0844245341,-83523.8932056597,1945972.8673214031
49.237.75.0/24,249,1013,32,37242,2302433.9589629485,23666.3889280426,2017614.9708420117
171.253.132.0/24,255,1013,22,29123,3303117.8374516217,-137323.0686549862,2983331.1446822635
115.76.54.0/24,237,1013,20,33752,1791894.8885979990,-36640.9125153646,1639502.7684407852
113.185.105.0/24,254,1012,28,76077,2990457.9938517225,-38855.9964816075,2706353.1329112583
49.237.79.0/24,253,1011,34,40657,1968019.6598340406,-104754.6788803224,1785659.1971318700
49.237.45.0/24,252,1008,34,38860,2311899.4951635553,-57415.4862282291,2085303.6486838407
171.253.128.0/24,251,1006,26,23922,6709609.1045575905,-421842.8218022155,6234508.8855066079
49.237.73.0/24,254,1004,33,42147,2296042.0361183183,-11501.2615337033,2051183.3141654815
49.230.95.0/24,255,1003,33,63524,4679965.4627166472,-130225.2448219748,4302480.0807728712
171.253.134.0/24,253,999,25,26288,2182199.9206087847,-2181.9184694357,1978529.6103367959
49.237.78.0/24,251,999,34,33591,1460396.4344301107,-16709.9302552439,1307649.8126244970
223.24.196.0/24,253,998,28,35800,1467179.2875695769,-55892.8477284391,1340777.6835281212
49.237.38.0/24,251,997,30,40423,2478338.8001710087,9969.6430857476,2253311.9467144671
49.230.80.0/24,256,996,30,67349,3143122.6766103326,-12780.7715439316,2856007.2548275470
223.24.194.0/24,253,996,31,41415,2230586.5797737993,3027.9857205477,2026337.0093078271
49.237.200.0/24,247,995,34,36342,2786648.0905447971,-58780.1928235807,2502703.3497679942
49.237.34.0/24,253,994,33,37955,1987581.6074282573,-141208.8911902875,1816402.7909855865
115.73.201.0/24,253,994,24,25820,2745999.1674046836,-87143.7472308507,2482715.2667213531
49.237.185.0/24,249,994,32,39346,1920887.0368126904,5690.0050010941,1763183.1565401316
49.230.86.0/24,252,991,33,58849,2689990.6045422625,1578.6729453978,2403926.8698902331
49.237.35.0/24,251,991,33,41690,3871758.2074877685,-282849.3826558784,3362881.1261098858
103.199.53.0/24,236,989,26,32049,2002541.1759643119,-19338.6060531886,1817725.2463450859
115.72.73.0/24,255,989,26,23874,3169243.0760822872,-89463.6360878550,2860556.9114523835
171.251.54.0/24,126,988,27,24615,3575533.8381809927,-59518.8198010487,3152723.7075759356
223.24.206.0/24,250,988,33,37148,3181092.3629696022,-123151.7308658127,2791528.6182787002
171.253.130.0/24,252,987,27,23592,1719336.2907868120,10726.7853355265,1548830.6924055795
49.237.47.0/24,248,986,32,39444,3039300.4227845065,-438727.7587801957,2756723.3204293567
49.237.33.0/24,250,985,29,32497,1899600.3068612416,22.9246136123,1728388.9176890870
49.230.99.0/24,254,985,30,69536,2624726.2829142810,-23405.4297185648,2377917.6188511710
49.230.79.0/24,256,983,29,70299,3093773.5321883130,-44994.7670953616,2773162.7358640654
49.237.46.0/24,253,983,32,34043,2075102.7125249604,-231292.5581037588,1843578.3498135763
27.68.136.0/24,254,981,25,24941,2082047.9811367265,-21796.2349165509,1883967.7712904781
49.237.183.0/24,250,979,30,34048,2169635.8645036908,19700.5397664071,1913586.7944205732
125.212.159.0/24,255,976,25,42008,2353749.7405759106,-119387.3959087089,2125407.7523344131
103.199.52.0/24,239,974,31,28534,2809245.3969259566,82595.2950204212,2527052.4224032787
49.237.189.0/24,253,974,31,35357,2023694.3141688239,78306.7448889497,1771727.0970174873
27.67.154.0/24,253,973,25,26815,2575632.6578196901,-35639.7792320126,2321122.5091828735
49.230.98.0/24,254,972,30,57955,1925584.2951902712,-23705.6375914544,1735277.2720995439
171.246.8.0/24,255,972,25,24900,3791723.2287714526,-95882.0590546839,3467328.6542979590
223.24.198.0/24,252,972,30,34342,3736500.8891947308,-19760.9637635407,3344657.6699356342
59.153.251.0/24,251,971,31,58485,11554547.3243618550,292.1451026531,10417914.6665268530
49.230.97.0/24,253,969,34,56923,2535348.6063226102,-88678.3891530547,2318389.0308559057
49.237.179.0/24,253,969,32,34475,1550428.1560597780,-46849.6637066375,1403876.9764709037
103.199.34.0/24,122,965,30,65589,1895800.7083908701,-5528.1320847381,1712266.7540676612
49.230.85.0/24,255,964,31,54976,2885012.3124790869,-102399.0938583239,2610450.6293740247
49.230.83.0/24,255,964,31,61506,2136536.4551987610,-32782.4711353139,1942831.2368994629
171.253.133.0/24,253,964,28,30320,2735601.3661613448,-60634.7875839780,2471452.9818995685
103.199.35.0/24,211,962,24,30873,1886783.0141903704,-65031.4537818088,1697928.6555230776
171.253.135.0/24,254,960,27,29176,2391846.2184681606,-65027.3433687057,2175215.5951011104
27.68.137.0/24,253,956,28,29818,4075169.7103933109,157109.9776783345,3671107.7251738868
27.68.138.0/24,256,955,25,28512,4521144.8586266039,84661.0906721458,4143594.9869162241
171.253.131.0/24,256,955,23,19539,1673949.8847846683,-68811.0146444235,1515848.3520561541
49.237.203.0/24,255,952,30,36162,2014828.4306914569,-67111.0209725011,1813259.8424189653
49.230.81.0/24,256,950,28,59054,2362406.0895949008,-73316.2195421748,2118558.4946655854
59.153.238.0/24,251,949,26,59124,9771834.4393925120,-274734.2283798924,8840472.1029724004
125.235.186.0/24,255,948,18,26390,1933739.0477543508,-17598.7726409506,1745223.1416151664
125.235.185.0/24,253,946,25,24732,3110851.9606966765,40029.7924518313,2843242.9040934381
171.250.167.0/24,248,946,18,62435,3270068.9024683754,18481.3164671505,2948230.4762888830
125.235.184.0/24,254,944,27,22733,1931932.7346685113,71573.6659759961,1749950.6256958861
115.72.72.0/24,255,942,25,31348,8126668.5103635026,5162.6328865228,7429724.6647086603
116.105.155.0/24,255,942,29,29316,6244964.2460257307,25781.1523981369,5528657.1644724089
171.246.9.0/24,256,935,22,26034,3733401.9974439876,-40707.5719839689,3374674.9455304762
125.235.187.0/24,250,934,25,23229,1684568.5064945706,-57679.1626542146,1530640.4162533694
49.230.87.0/24,256,931,29,57205,2336896.7025361626,10948.6528485439,2118337.6173788046
125.212.158.0/24,254,931,23,53075,3133301.5786457003,-58914.1290062744,2854154.3368101931
115.73.200.0/24,255,930,23,29623,5726661.3134953913,-277591.5406048533,5265868.4679874497
49.230.82.0/24,256,927,32,50323,1907753.7304285466,-22364.2926508056,1735067.6266862944
59.153.249.0/24,250,927,28,47545,9334221.4743512373,-92992.2825174233,8445502.0272933094
59.153.254.0/24,251,925,26,47808,12294754.7240674628,83297.3698707506,9920327.5084922800
171.246.11.0/24,255,923,23,27683,2913750.7547684196,-203288.8319602432,2626609.5968668667
125.235.214.0/24,250,921,26,28069,2972830.6308118950,-37914.0944661221,2682448.5811259913
49.237.9.0/24,246,918,32,33550,3065223.4051351119,66604.9244886686,2796496.7365798126
116.105.152.0/24,252,913,27,29449,3040052.7494085134,-58344.8592762628,2736612.2918042761
154.222.5.0/24,253,913,30,41959,4698491.3552084761,-69745.5693669725,4293667.7269525159
116.97.105.0/24,249,912,24,41959,2633230.5302786633,-61715.2473904695,2408304.9151241629
116.97.104.0/24,245,911,23,41032,1888121.3249279354,-58671.0883308914,1709277.7466456077
49.230.91.0/24,255,908,32,61381,2820143.4901321339,-167341.3766660740,2566108.5394194766
104.28.160.0/24,17,908,31,23846,21570911.0555625121,-10518.5183835118,19578188.8686369010
49.230.89.0/24,255,904,29,61850,2232301.8728496083,-43020.4345910848,2012810.5675714048
49.230.84.0/24,253,902,30,51500,1766414.5601261469,-12959.7147117720,1581247.0219296741
116.105.153.0/24,252,901,23,28159,3426144.7645650232,-39849.5075156545,3094425.9174604977
116.105.154.0/24,252,901,28,23805,4407840.2554914095,-179982.4661619606,3947902.5322763122
115.76.49.0/24,189,899,25,130518,11345790.8718654874,-225522.7659572489,10258688.3479886557
116.104.196.0/24,126,895,27,26459,4338822.7235250935,-276376.6910207706,3986584.2973105547
14.166.116.0/24,3,894,2,1935,99892.6945251798,271.6170616671,89514.9384160691
154.222.4.0/24,253,890,30,35451,2125234.2829467920,27468.2369718377,1918500.0416888424
42.116.96.0/24,252,887,26,20171,1803907.9300417620,-133422.4670630889,1625672.9844903095
27.67.129.0/24,250,886,27,22580,2349585.5468186604,-50678.0951484917,2136512.8403448553
49.237.11.0/24,247,885,30,29847,2986937.5649312353,-42821.2099094385,2600421.9322028281
171.250.166.0/24,252,885,20,56937,3907772.8463935321,34130.6182469932,3527006.5827503523
49.230.67.0/24,254,880,32,52892,1792497.1269765463,-59393.9065898273,1620284.3388341789
115.76.48.0/24,191,875,24,93199,12266656.0276717119,-275499.9213393541,11055400.7887182894
49.237.173.0/24,246,874,31,29004,2960481.6605555347,-60756.0753896263,2676136.3736201956
49.230.90.0/24,254,873,30,57362,3717918.6415321769,-3905.3891481185,3347608.4652169201
49.230.68.0/24,255,871,28,55979,2550287.7370384042,-45919.6949606654,2326332.2003150604
182.232.70.0/24,252,869,30,56511,2081848.8332861019,-42789.2919598191,1880694.6410488404
49.230.93.0/24,255,866,32,60692,2240713.2398275940,-40991.1283454474,2030245.7239250738
113.185.94.0/24,252,865,26,45445,2860601.4387547364,-173407.9510987263,2622443.4859689425
27.67.131.0/24,250,864,27,24207,3062624.3792707655,94777.7976521945,2745177.1873026485
49.237.14.0/24,252,862,28,30907,2056815.6239587326,-47291.1379636899,1849521.9827293919
49.230.88.0/24,255,861,30,51857,4290089.6141094148,-371156.1318463521,3916352.1085836404
49.230.69.0/24,256,858,30,67285,1845714.2056537865,-49517.9149472995,1663700.2340624626
1.53.3.0/24,248,857,26,30356,4572893.9398667119,-276380.9449829115,4100211.3791339763
182.232.74.0/24,252,856,31,58091,2153545.9338292822,-98550.6134805542,1949482.9268793552
113.185.92.0/24,251,856,26,38398,3814783.9997040573,-193516.5756885131,3456991.4400817570
182.232.66.0/24,251,855,27,54587,2334290.0727365491,-22726.5158279338,2081835.6728291623
113.185.93.0/24,254,852,22,37128,3142108.9286242453,31122.6940632299,2842647.5377541105
116.98.223.0/24,252,846,25,22537,1597251.7686551692,-53311.6331795165,1436003.0154176610
182.232.67.0/24,252,845,29,50152,2027157.2063827650,-14466.6873249240,1832394.6759426997
182.232.69.0/24,252,845,28,50263,2422845.8840163049,-116462.1860763890,2209561.0176216407
182.232.76.0/24,251,843,27,47072,1954944.4785986095,11093.1441551975,1727920.2718678235
49.237.12.0/24,247,842,30,28307,3807148.9196823839,-215740.3276939428,3387917.2715155474
27.74.139.0/24,250,839,22,20313,2110102.3151075336,-44043.8323145735,1870003.9970647836
117.20.115.0/24,255,839,41,70214,8100360.0605850670,-230488.4267200590,7333330.8476754792
49.230.74.0/24,256,836,29,58329,2666638.4184719186,-151040.6334948081,2406408.8937150586
49.237.172.0/24,249,833,30,29205,1370565.0657806822,-11448.9193148491,1250526.2870726873
49.230.64.0/24,256,833,29,58684,2279720.3689673853,-44190.3095441119,2069188.5521602809
117.20.116.0/24,254,830,44,80152,10664283.9335902135,-254260.0843196780,9659869.7494140609
49.237.13.0/24,249,829,32,33356,1370246.5999883723,67297.1966737920,1202624.2293779548
182.232.75.0/24,251,828,27,57608,4254125.4945067373,-44426.8280164692,3854909.2005406492
182.232.73.0/24,252,828,28,54722,2116319.6549212968,-31993.7344949648,1898731.5750622431
49.237.174.0/24,248,828,29,30544,1003118.2760178577,-39173.4510711676,908014.4646279000
49.230.92.0/24,255,828,32,62562,1982860.7113981063,-39628.0550034529,1790240.9712284197
113.185.95.0/24,253,827,29,38482,2816508.9182179502,47703.4886899141,2541573.3998806198
49.237.170.0/24,249,827,29,34159,3158829.9550613943,-227822.6783284425,2799973.6047485536
182.232.71.0/24,252,827,30,51056,2178913.2153435848,-29653.4755478287,1977184.2294210297
42.1.88.0/24,245,826,24,26868,2107538.2630470710,-12807.9957414718,1833373.3866470988
27.71.88.0/24,250,823,23,21899,2334173.4526258410,-23447.1686916978,2118110.2525902760
27.74.138.0/24,249,821,22,21786,1944145.3556473572,-5099.1379006763,1783700.1628292261
27.67.132.0/24,248,821,24,23208,3493937.5635563376,-225374.8210444828,3183481.4890975062
27.67.148.0/24,253,821,22,18738,1655144.9730514133,16155.7344215370,1517953.3957974694
42.1.90.0/24,244,820,29,27618,2496114.3552262931,-171442.9533899451,2253317.1178493675
27.67.150.0/24,251,819,26,23395,2634219.8066354965,-236.7104506567,2389461.2474822212
27.55.101.0/24,241,817,31,31374,2144822.3206492094,-78744.0058599959,1921611.7879819398
182.232.72.0/24,252,817,29,63670,3209659.9532883484,32800.7531824027,2888438.4450315130
49.230.72.0/24,254,816,27,80220,2693832.1500567985,-71774.2224697890,2436402.1795970552
49.230.66.0/24,256,815,32,58696,2737277.4781087347,-94654.3698623443,2395308.7338586628
49.237.175.0/24,249,814,34,28739,2093242.6029673689,32303.2523342237,1919379.6862036881
182.232.65.0/24,251,813,30,55486,3267454.1965192885,-50785.8522698964,2936630.3050436802
27.67.134.0/24,255,812,28,26112,6115942.7970961467,64239.0040288038,5585075.5519843805
49.237.10.0/24,251,812,33,29225,3894036.8504414646,-79776.7073688824,3510261.2637880889
27.109.114.0/24,255,811,40,61765,7769073.6757855688,-113968.9281400935,7022156.2085384408
49.237.171.0/24,245,811,31,34216,2179012.2812460069,-43432.0567775330,2008720.2426944128
27.67.130.0/24,250,809,24,22818,3635914.7848946193,123517.9767569945,3317016.7947913866
182.232.64.0/24,252,809,28,53492,2247005.1076256856,17593.1757742944,2016765.4938290517
27.55.94.0/24,250,808,32,29778,2335096.5929733838,-66521.8031301650,2126612.1824274261
42.1.91.0/24,242,808,27,27918,3109701.5571601367,26597.5702013372,2852860.6492226145
27.71.90.0/24,253,807,21,23112,2119244.7576822089,19633.9834160201,1920499.7509222085
49.237.168.0/24,247,807,31,29462,2089810.6317904074,-43554.7366802929,1854246.2609730456
27.67.101.0/24,241,804,23,22711,2536148.7117993001,93193.8349222265,2287700.1536008817
49.230.71.0/24,256,803,31,65918,2366225.5917823856,-2252.5664200816,2149382.8185213436
49.230.70.0/24,255,803,30,58906,2367918.8408047258,-44592.6369424539,2122549.6216195688
27.71.89.0/24,253,802,24,18296,1178231.9574224003,-6468.1420505819,1072608.0153791910
182.232.68.0/24,252,802,28,56132,2570020.2494099002,-116674.9772094016,2311206.6545489964
223.24.226.0/24,246,802,30,27651,1150995.3200513080,-36229.5378856775,1044546.1002674169
27.67.211.0/24,248,802,23,20924,3362609.6079821082,-190828.8301053439,3065461.9142281379
49.237.8.0/24,243,802,33,31022,3600001.6486180241,-165647.6189144684,3271202.0619836859
27.67.133.0/24,252,797,26,24660,3974413.3695276927,-99449.7692744402,3652329.0932094795
27.67.151.0/24,248,797,23,26487,5252577.5994580213,-190089.0269747402,3838852.1642462768
116.98.222.0/24,250,797,23,21864,2208515.4723517234,-33717.3542643368,2002256.6260525081
42.1.89.0/24,221,796,24,24397,2485731.1838977045,-31437.8511235574,2248425.9410064300
49.230.73.0/24,254,794,27,56242,1986106.2504908740,-53875.7505298489,1780032.7175334950
117.20.113.0/24,254,792,39,65632,7810560.8906332136,-178055.8712676080,7028472.8967386262
49.237.169.0/24,248,792,32,32011,3357666.1862577733,-184699.1913357477,2970963.0096864960
49.237.15.0/24,245,792,30,28075,1753843.6464096208,95440.3827800312,1578587.3879811852
223.24.215.0/24,244,789,30,29476,1623991.5553040111,-39127.4235146963,1453386.4075369944
49.230.75.0/24,252,788,29,52880,2641762.4448671575,-118895.3347567782,2435013.6870657117
27.67.209.0/24,248,788,26,19937,2506054.2791024272,-31259.8187722987,2241712.1859830833
223.24.238.0/24,246,785,29,29615,2239779.3562911213,36998.5214744151,2010565.6329643173
223.24.224.0/24,246,783,32,26307,1414310.6354076974,41136.2895295498,1296364.4948081139
125.235.236.0/24,237,780,20,59183,6349650.3515416434,5456.7471596815,5838922.6809737991
223.24.214.0/24,245,780,32,30653,1353604.2898631187,-11166.2354883514,1222765.7716742394
223.24.209.0/24,244,780,32,31765,1387385.8194106394,-53178.5710983283,1264546.3285953080
27.55.96.0/24,245,778,30,25659,2658006.8108791362,-77886.1146368577,2371954.0454959424
223.24.228.0/24,251,776,30,26027,988061.6203653840,-41543.1727976198,887816.7511525495
27.55.92.0/24,243,775,29,24378,1067770.8461748297,-42343.6150156678,959842.3542745745
223.24.222.0/24,247,775,32,27344,1476479.5120232961,-28288.2436599966,1323339.1202793544
27.67.213.0/24,252,775,21,20009,2031207.7799821386,-30448.1654056093,1829345.7385780337
223.24.235.0/24,246,774,35,24849,2337795.5097674971,-170032.2352339851,2106086.1967332079
223.24.225.0/24,249,772,30,28885,985434.4913818596,-7984.8701341082,886573.0222623405
27.55.95.0/24,246,772,31,28214,962996.0604009462,-7938.7782237454,870662.2640483432
27.67.212.0/24,251,771,23,19660,2387489.3188796741,-97620.9074184909,2107555.8778363872
27.55.93.0/24,244,769,28,29843,1189375.9230386424,-20763.8131550163,1076362.7965344219
49.230.65.0/24,255,769,29,51320,1951044.4203716676,-12656.9040825700,1768008.7672236887
223.24.211.0/24,247,768,33,33008,1179536.0795388693,-74427.4022701263,1004189.0372536817
223.24.229.0/24,246,768,27,31149,1550619.7187678903,-24115.7989131139,1404585.6266324069
223.24.232.0/24,245,767,31,30785,1296724.1603024918,8182.4705777598,1168393.7753609614
27.71.91.0/24,247,767,19,19615,2847482.6655896356,11494.5534721520,2561039.8354359728
223.24.237.0/24,249,766,31,28193,1552249.9571608977,-18551.5260633663,1402595.8348377039
223.24.227.0/24,243,765,32,28206,1142135.7208477682,-17607.6878558975,1031466.7827542929
27.67.210.0/24,248,765,24,18500,2218796.7092223295,-4391.2308792547,2041380.2044321859
223.24.218.0/24,241,765,31,26185,2237777.2853795475,-14436.4954659872,1973409.1916541085
223.24.216.0/24,242,764,30,26767,1471591.5895399793,-68611.4613774937,1323970.9782815965
